city_id,city,country,date,latitude,longitude,max_temp,humidity,clouds,wind
294,Scarborough,GB,2022-06-04 18:43:47,54.2797,-0.4044,51.78,77,14,5.01
295,Zeya,RU,2022-06-04 18:43:48,53.75,127.2667,50.72,74,2,3.67
296,Turbat,PK,2022-06-04 18:43:49,26.0023,63.044,90.43,32,0,4.0
297,Chicomuselo,MX,2022-06-04 18:43:49,15.7667,-92.2667,87.26,45,84,4.27
298,Bandar-E Lengeh,IR,2022-06-04 18:43:50,26.5579,54.8807,87.91,25,0,0.0
299,Baykit,RU,2022-06-04 18:43:50,61.67,96.37,31.42,95,81,1.28
300,Gat,IL,2022-06-04 18:43:51,31.61,34.7642,79.39,59,0,7.02
301,Katsuura,JP,2022-06-04 18:43:51,35.1333,140.3,66.0,75,100,8.14
302,Komsomolskiy,UZ,2022-06-04 18:43:52,40.4272,71.7189,72.32,33,1,4.61
303,Diego De Almagro,CL,2022-06-04 18:43:52,-26.3667,-70.05,71.92,15,65,8.3
304,Touros,BR,2022-06-04 18:43:53,-5.1989,-35.4608,80.74,77,90,9.13
305,Kenai,US,2022-06-04 18:43:53,60.5544,-151.2583,71.02,60,0,4.61
306,Pevek,RU,2022-06-04 18:43:54,69.7008,170.3133,30.79,96,100,10.13
307,Asau,RO,2022-06-04 18:43:54,46.4333,26.4,66.96,92,100,4.79
308,Belmonte,BR,2022-06-04 18:43:55,-15.8631,-38.8828,75.04,85,55,16.93
309,Kalemie,CD,2022-06-04 18:43:56,-5.9475,29.1947,69.96,73,31,3.71
310,Ust-Kuyga,RU,2022-06-04 18:43:56,70.0167,135.6,60.37,63,100,2.98
311,Miranda,CO,2022-06-04 18:43:57,3.2499,-76.2281,79.65,72,61,3.56
312,Semibratovo,RU,2022-06-04 18:43:57,57.3046,39.5369,55.26,87,8,4.81
313,Dzaoudzi,YT,2022-06-04 18:43:58,-12.7887,45.2699,78.69,73,0,8.05
314,Chicama,PE,2022-06-04 18:43:58,-7.8447,-79.1469,63.14,57,33,10.47
315,Quatre Cocos,MU,2022-06-04 18:43:59,-20.2078,57.7625,74.08,72,100,20.2
316,Munster,DE,2022-06-04 18:43:03,51.9624,7.6257,73.18,49,0,4.61
317,Zaranj,AF,2022-06-04 18:44:00,30.9667,61.8833,85.96,10,0,27.58
318,Prince George,CA,2022-06-04 18:42:36,53.9166,-122.753,67.24,54,0,13.8
319,Maidstone,GB,2022-06-04 18:44:01,51.2667,0.5167,62.98,58,100,8.01
320,Sinop,TR,2022-06-04 18:44:01,41.7711,34.8709,63.05,73,97,4.68
321,Saint-Augustin,CA,2022-06-04 18:44:02,51.226,-58.6502,49.32,64,98,18.23
322,Talnakh,RU,2022-06-04 18:44:03,69.4865,88.3972,29.21,70,100,15.77
323,Tiverton,GB,2022-06-04 18:44:03,50.9,-3.4833,66.04,78,75,7.0
324,Roseburg,US,2022-06-04 18:45:04,43.2165,-123.3417,62.19,85,100,0.0
325,San Policarpo,PH,2022-06-04 18:45:04,12.1791,125.5072,79.81,81,100,1.21
326,Farsund,NO,2022-06-04 18:45:05,58.0948,6.8047,56.95,100,8,14.2
327,Upernavik,GL,2022-06-04 18:45:05,72.7868,-56.1549,31.78,74,6,15.95
328,Port Hedland,AU,2022-06-04 18:45:06,-20.3167,118.5667,62.65,77,5,6.91
329,Port Macquarie,AU,2022-06-04 18:44:21,-31.4333,152.9167,42.89,79,99,4.03
330,Farafangana,MG,2022-06-04 18:45:07,-22.8167,47.8333,70.72,84,96,12.44
331,Ahipara,NZ,2022-06-04 18:45:07,-35.1667,173.1667,55.11,82,100,6.69
332,Calama,CL,2022-06-04 18:42:38,-22.4667,-68.9333,64.89,22,75,17.27
333,Agirish,RU,2022-06-04 18:45:08,61.9247,63.0231,39.83,45,3,5.06
334,Barranco,PA,2022-06-04 18:45:09,9.5167,-82.7,89.01,59,26,6.08
335,Fayaoue,NC,2022-06-04 18:45:09,-20.65,166.5333,74.64,74,8,6.78
336,Yumen,CN,2022-06-04 18:45:10,40.2833,97.2,67.66,19,88,6.91
337,Gorgan,IR,2022-06-04 18:45:10,36.8387,54.4348,69.76,64,0,0.0
338,Asyut,EG,2022-06-04 18:45:11,27.181,31.1837,95.18,14,0,5.7
339,Jalu,LY,2022-06-04 18:45:11,29.0331,21.5482,85.08,33,0,16.87
340,Wawa,NG,2022-06-04 18:41:07,9.9022,4.4192,86.43,47,89,7.36
341,Fuling,CN,2022-06-04 18:45:12,29.7022,107.3919,71.51,90,100,5.08
342,Zyryanovsk,KZ,2022-06-04 18:45:13,49.7386,84.2719,46.08,91,97,2.21
343,Tuatapere,NZ,2022-06-04 18:45:13,-46.1333,167.6833,43.81,83,100,5.37
344,Imeni Stepana Razina,RU,2022-06-04 18:45:14,54.8932,44.2963,59.07,73,93,1.43
345,Verkhovazhye,RU,2022-06-04 18:45:14,60.7472,42.0465,51.64,96,39,4.05
346,Umea,SE,2022-06-04 18:45:15,63.8284,20.2597,57.13,54,0,10.36
347,Kankan,GN,2022-06-04 18:45:15,10.3854,-9.3057,89.62,36,44,8.41
348,Kavieng,PG,2022-06-04 18:45:16,-2.5744,150.7967,80.58,73,36,9.1
349,Olafsvik,IS,2022-06-04 18:45:16,64.8945,-23.7142,44.78,66,5,8.57
350,Quelimane,MZ,2022-06-04 18:45:17,-17.8786,36.8883,71.55,83,40,5.99
351,Raga,SS,2022-06-04 18:45:17,8.4596,25.678,74.37,79,76,4.76
352,Puri,IN,2022-06-04 18:45:18,19.8,85.85,77.52,91,100,15.97
353,Bowen,AU,2022-06-04 18:45:18,-20.0167,148.2333,68.59,93,100,5.66
354,Shingu,JP,2022-06-04 18:45:19,33.7333,135.9833,64.4,92,100,3.65
355,Hattiesburg,US,2022-06-04 18:45:19,31.3271,-89.2903,88.65,46,0,10.36
356,Ankpa,NG,2022-06-04 18:45:20,7.3706,7.6253,76.95,80,100,5.3
357,Saint-Francois,FR,2022-06-04 18:45:20,46.4154,3.9054,74.64,73,11,5.75
358,Araguaina,BR,2022-06-04 18:45:21,-7.1911,-48.2072,81.46,68,99,3.18
359,Mae Hong Son,TH,2022-06-04 18:45:21,19.3003,97.9685,74.08,96,96,1.9
360,Presidencia Roque Saenz Pena,AR,2022-06-04 18:45:22,-26.7852,-60.4388,62.42,62,100,4.85
361,Shenjiamen,CN,2022-06-04 18:45:22,29.9576,122.298,70.36,99,100,9.86
362,Zhangye,CN,2022-06-04 18:45:23,38.9342,100.4517,66.72,40,97,7.18
363,Jasper,US,2022-06-04 18:43:44,37.2001,-94.3502,80.87,47,40,11.5
364,Ilulissat,GL,2022-06-04 18:45:24,69.2167,-51.1,41.02,65,20,5.75
365,Sovetskiy,RU,2022-06-04 18:45:24,61.3614,63.5842,40.96,47,0,5.75
366,Cienaga De Oro,CO,2022-06-04 18:42:00,8.8744,-75.6203,87.55,68,81,2.04
367,Hohhot,CN,2022-06-04 18:42:52,40.8106,111.6522,59.29,25,0,8.95
368,Nisia Floresta,BR,2022-06-04 18:45:26,-6.0911,-35.2086,84.58,81,95,7.9
369,Sistranda,NO,2022-06-04 18:45:26,63.7256,8.834,48.16,89,100,34.99
370,Mpika,ZM,2022-06-04 18:45:27,-11.8343,31.4529,50.45,83,5,2.13
371,Helong,CN,2022-06-04 18:45:27,42.5397,128.9972,50.09,100,100,2.68
372,San Rafael,AR,2022-06-04 18:46:28,-34.6177,-68.3301,59.4,32,92,5.01
373,Corigliano Calabro,IT,2022-06-04 18:46:28,39.595,16.5177,84.09,49,34,1.54
374,Belfast,GB,2022-06-04 18:41:51,54.5833,-5.9333,61.39,60,2,9.22
375,Kurumkan,RU,2022-06-04 18:46:30,54.3,110.3,54.73,87,100,3.27
376,Sangar,RU,2022-06-04 18:46:30,63.9242,127.4739,57.06,77,86,3.83
377,Hasaki,JP,2022-06-04 18:46:31,35.7333,140.8333,63.28,67,100,6.26
378,Siniscola,IT,2022-06-04 18:46:31,40.5719,9.6922,78.35,63,60,6.78
379,Lodja,CD,2022-06-04 18:46:32,-3.4833,23.4333,75.02,58,24,2.62
380,Surt,LY,2022-06-04 18:46:32,31.2089,16.5887,75.43,76,0,9.6
381,Athabasca,CA,2022-06-04 18:45:16,54.7169,-113.2854,72.01,45,100,15.28
382,Sao Filipe,CV,2022-06-04 18:46:33,14.8961,-24.4956,76.46,69,1,8.19
383,Guerrero Negro,MX,2022-06-04 18:46:33,27.9769,-114.0611,69.39,62,13,17.67
384,Jackson,US,2022-06-04 18:44:31,42.4165,-122.8345,66.15,74,100,3.44
385,Wanning,CN,2022-06-04 18:46:34,18.8003,110.3967,80.58,89,100,11.18
386,Hambantota,LK,2022-06-04 18:46:35,6.1241,81.1185,80.94,94,20,10.36
387,Jadu,LY,2022-06-04 18:46:35,31.953,12.0261,79.09,22,0,11.99
388,Pidhorodne,UA,2022-06-04 18:46:36,48.5753,35.1068,63.73,75,100,7.31
389,Arosa,CH,2022-06-04 18:46:37,46.7779,9.6762,59.52,81,100,3.36
390,Pontes E Lacerda,BR,2022-06-04 18:46:37,-15.2261,-59.3353,94.37,30,5,1.07
391,Moose Factory,CA,2022-06-04 18:46:38,51.2585,-80.6094,53.6,87,100,13.8
392,Saint-Pierre,RE,2022-06-04 18:46:38,-21.3393,55.4781,73.08,68,20,17.27
393,Walvis Bay,NA,2022-06-04 18:46:39,-22.9575,14.5053,77.95,19,44,6.91
394,Yarmouth,US,2022-06-04 18:46:39,41.7057,-70.2286,73.62,81,100,8.05
395,Turukhansk,RU,2022-06-04 18:46:40,65.8167,87.9833,40.03,67,99,5.95
396,Hirara,JP,2022-06-04 18:46:40,24.8,125.2833,82.09,88,98,14.76
397,Osmena,PH,2022-06-04 18:46:41,10.5208,119.9258,80.85,80,95,3.98
398,Marga,RO,2022-06-04 18:46:41,45.5,22.5167,63.46,94,100,3.85
399,Arkhara,RU,2022-06-04 18:46:42,49.4212,130.0842,44.4,89,0,6.49
400,Tual,ID,2022-06-04 18:46:42,-5.6667,132.75,81.97,77,100,6.29
401,Karhal,IN,2022-06-04 18:46:43,27.0003,78.9414,99.93,8,7,3.18
402,Grand Gaube,MU,2022-06-04 18:46:43,-20.0064,57.6608,74.37,68,100,8.01
403,Juba,SS,2022-06-04 18:46:44,4.8517,31.5825,81.25,42,32,4.7
404,Buraydah,SA,2022-06-04 18:46:44,26.326,43.975,95.45,6,0,5.55
405,Kruisfontein,ZA,2022-06-04 18:46:45,-34.0033,24.7314,55.89,78,100,10.87
406,Nakonde,ZM,2022-06-04 18:46:45,-9.3421,32.745,50.74,78,0,6.51
407,Ozernovskiy,RU,2022-06-04 18:46:46,51.5,156.5167,43.63,92,65,7.0
408,Pitanga,BR,2022-06-04 18:46:46,-24.7572,-51.7614,58.1,82,97,4.79
409,Qaqortoq,GL,2022-06-04 18:46:47,60.7167,-46.0333,49.93,43,2,7.76
410,Pudozh,RU,2022-06-04 18:46:47,61.8099,36.5345,48.85,93,13,4.43
411,Palu,ID,2022-06-04 18:46:48,-0.8917,119.8707,74.08,94,79,3.11
412,Devonport,AU,2022-06-04 18:46:49,-41.1667,146.35,52.09,85,100,26.75
413,Siyabuswa,ZA,2022-06-04 18:46:49,-25.1132,29.0445,57.87,31,0,5.64
414,Whitehorse,CA,2022-06-04 18:44:43,60.7161,-135.0538,65.17,36,20,8.05
415,Tutoia,BR,2022-06-04 18:46:50,-2.7619,-42.2744,81.82,72,94,6.78
416,Sorokino,RU,2022-06-04 18:46:50,53.75,84.9167,39.56,73,79,3.76
417,Tromso,NO,2022-06-04 18:46:51,69.6496,18.957,50.38,71,75,14.97
418,Anadyr,RU,2022-06-04 18:47:51,64.75,177.4833,48.7,46,0,13.42
419,Port Lincoln,AU,2022-06-04 18:47:52,-34.7333,135.8667,55.35,58,59,24.79
420,Aksu,CN,2022-06-04 18:47:52,41.1231,80.2644,69.12,36,0,9.24
421,Sao Desiderio,BR,2022-06-04 18:47:53,-12.3633,-44.9733,91.65,20,27,10.22
422,Le Port,RE,2022-06-04 18:47:54,-20.9373,55.2919,73.4,55,16,7.76
423,Dunedin,NZ,2022-06-04 18:47:46,-45.8742,170.5036,48.79,72,100,11.99
424,Anloga,GH,2022-06-04 18:47:55,5.7947,0.8973,81.75,79,100,12.46
425,San Pedro,PH,2022-06-04 18:47:55,14.35,121.0167,83.43,78,40,1.14
426,Vangaindrano,MG,2022-06-04 18:47:56,-23.35,47.6,67.98,90,77,6.93
427,Robertsport,LR,2022-06-04 18:47:56,6.7533,-11.3686,81.12,79,47,11.27
428,Gawler,AU,2022-06-04 18:47:57,-34.6,138.7333,52.25,97,100,12.12
429,Port Blair,IN,2022-06-04 18:47:57,11.6667,92.75,80.64,83,75,5.75
430,Alofi,NU,2022-06-04 18:47:59,-19.0595,-169.9187,73.29,94,8,1.14
431,Bhaderwah,IN,2022-06-04 18:47:59,32.9784,75.7186,65.71,37,6,2.39
432,Mao,ES,2022-06-04 18:48:00,39.8885,4.2658,72.16,88,20,9.22
433,Gotsu,JP,2022-06-04 18:48:00,35.0,132.2167,65.48,59,100,6.38
434,Cayenne,GF,2022-06-04 18:48:01,4.9333,-52.3333,87.84,9,0,13.8
435,Leshukonskoye,RU,2022-06-04 18:48:01,64.8989,45.7622,55.47,74,42,3.29
436,Narrabri,AU,2022-06-04 18:48:02,-30.3167,149.7833,44.06,90,99,5.19
437,Votkinsk,RU,2022-06-04 18:48:02,57.0486,53.9872,58.77,97,99,3.51
438,Khromtau,KZ,2022-06-04 18:48:03,50.2503,58.4347,60.96,79,85,3.36
439,Djibo,BF,2022-06-04 18:48:03,14.1022,-1.6306,95.95,22,25,16.04
440,Ust-Karsk,RU,2022-06-04 18:48:04,52.7011,118.8077,50.11,97,81,2.93
441,Nakhon Luang,TH,2022-06-04 18:48:05,14.4628,100.6083,81.14,91,100,5.91
442,Kitimat,CA,2022-06-04 18:48:05,54.0524,-128.6534,61.92,56,40,0.54
443,Kavaratti,IN,2022-06-04 18:48:06,10.5669,72.642,83.21,77,100,15.57
444,Brae,GB,2022-06-04 18:48:06,60.3964,-1.353,51.3,85,58,10.76
445,Rundu,NA,2022-06-04 18:48:07,-17.9333,19.7667,55.65,46,1,6.11
446,San Jeronimo,PE,2022-06-04 18:48:07,-11.9472,-75.2829,57.18,60,100,2.35
447,Revda,RU,2022-06-04 18:48:08,56.801,59.9303,45.68,80,100,3.09
448,Chingola,ZM,2022-06-04 18:48:08,-12.529,27.8838,55.02,66,8,7.61
449,Constitucion,CL,2022-06-04 18:48:09,-35.3333,-72.4167,55.92,94,100,20.18
450,Kondinskoye,RU,2022-06-04 18:48:09,59.6481,67.41,41.14,75,21,6.35
451,Mailani,IN,2022-06-04 18:48:10,28.2833,80.35,89.55,10,100,4.23
452,Rudnichnyy,RU,2022-06-04 18:48:10,59.617,52.4703,54.12,99,100,4.03
453,Terra Nova,BR,2022-06-04 18:48:11,-12.3667,-40.6667,82.45,34,74,9.86
454,Atar,MR,2022-06-04 18:48:11,20.5169,-13.0499,99.36,15,100,14.27
455,Maryborough,AU,2022-06-04 18:48:12,-25.5333,152.7,54.1,89,0,4.05
456,Maniitsoq,GL,2022-06-04 18:48:12,65.4167,-52.9,46.51,67,4,3.96
457,Curaca,BR,2022-06-04 18:48:13,-8.9903,-39.9094,84.99,44,40,14.12
458,Torbay,CA,2022-06-04 18:48:13,47.6666,-52.7314,53.28,76,100,11.5
459,Kudahuvadhoo,MV,2022-06-04 18:48:14,2.6708,72.8944,83.59,72,11,12.19
460,Aligudarz,IR,2022-06-04 18:48:15,33.4006,49.6949,65.64,32,15,5.66
461,Santiago De Las Vegas,CU,2022-06-04 18:48:15,22.97,-82.3869,85.62,74,75,15.01
462,Caravelas,BR,2022-06-04 18:48:16,-17.7125,-39.2481,75.6,70,76,14.25
463,Clayton,US,2022-06-04 18:46:34,33.5335,-84.3666,87.44,51,75,13.8
464,Najran,SA,2022-06-04 18:49:17,17.4924,44.1277,84.85,19,16,3.36
465,Mogadishu,SO,2022-06-04 18:49:17,2.0371,45.3438,78.48,82,19,14.99
466,Poya,NC,2022-06-04 18:49:18,-21.35,165.15,68.11,85,0,3.4
467,Aquiraz,BR,2022-06-04 18:49:18,-3.9014,-38.3911,84.45,79,98,5.88
468,Dauphin,CA,2022-06-04 18:49:19,51.1494,-100.0502,60.94,33,0,4.61
469,Bud,US,2022-06-04 18:49:19,39.447,-86.1758,84.81,30,3,2.84
470,Trinidad,BO,2022-06-04 18:49:20,-14.8333,-64.9,78.78,65,100,5.75
471,Conway,US,2022-06-04 18:48:06,35.0887,-92.4421,85.69,65,0,1.01
472,Adrian,US,2022-06-04 18:44:38,41.8975,-84.0372,73.92,41,0,1.99
473,Batemans Bay,AU,2022-06-04 18:49:21,-35.7167,150.1833,52.11,70,7,8.19
474,Shchors,UA,2022-06-04 18:49:21,51.8186,31.945,60.84,69,100,6.11
475,Tshikapa,CD,2022-06-04 18:49:22,-6.4167,20.8,76.1,47,7,2.91
476,Sola,VU,2022-06-04 18:49:22,-13.8833,167.55,77.67,83,40,0.0
477,Disna,BY,2022-06-04 18:49:23,55.568,28.1971,50.45,94,3,3.47
478,Davila,PH,2022-06-04 18:49:23,18.4726,120.5763,78.78,78,100,7.72
479,Raudeberg,NO,2022-06-04 18:49:24,61.9875,5.1352,47.95,90,99,17.56
480,Kidal,ML,2022-06-04 18:49:24,18.4411,1.4078,97.52,6,0,11.63
481,Hofn,IS,2022-06-04 18:49:25,64.2539,-15.2082,48.04,58,0,5.46
482,Mayo,US,2022-06-04 18:49:25,38.8876,-76.5119,87.37,40,20,11.5
483,Yining,CN,2022-06-04 18:49:26,29.0361,114.5636,74.03,97,98,1.95
484,Porto Walter,BR,2022-06-04 18:49:26,-8.2686,-72.7439,78.03,94,100,2.28
485,Imbituba,BR,2022-06-04 18:49:27,-28.24,-48.6703,63.86,90,14,1.99
486,Yuryev-Polskiy,RU,2022-06-04 18:49:28,56.5,39.6833,52.11,87,17,5.86
487,Derzhavinsk,KZ,2022-06-04 18:49:28,51.1,66.3167,49.24,58,100,10.98
488,Koubia,GN,2022-06-04 18:49:29,11.5833,-11.9,79.48,57,100,4.25
489,Atagay,RU,2022-06-04 18:49:29,55.1033,99.3875,45.12,97,67,3.58
490,Oriximina,BR,2022-06-04 18:49:30,-1.7656,-55.8661,88.02,57,100,4.97
491,Guia De Isora,ES,2022-06-04 18:49:30,28.2115,-16.7795,68.43,58,4,5.01
492,Sinnamary,GF,2022-06-04 18:49:31,5.3833,-52.95,81.12,83,95,9.08
493,Slave Lake,CA,2022-06-04 18:49:31,55.2834,-114.769,71.58,24,75,14.97
494,Gorom-Gorom,BF,2022-06-04 18:49:32,14.4439,-0.2361,98.73,18,75,9.13
495,Leningradskiy,RU,2022-06-04 18:49:32,69.3833,178.4167,34.84,70,99,5.59
496,Kosh-Agach,RU,2022-06-04 18:49:33,50.0,88.6667,42.94,74,14,1.99
497,Porto Novo,BJ,2022-06-04 18:49:33,6.4965,2.6036,82.22,79,85,9.51
498,Gondanglegi,ID,2022-06-04 18:49:34,-7.7479,112.0132,74.55,90,22,5.3
499,San Cristobal,VE,2022-06-04 18:48:16,7.7669,-72.225,75.4,70,84,5.86
500,Vizinga,RU,2022-06-04 18:49:34,61.0749,50.1031,55.89,98,100,5.21
501,Erdenet,MN,2022-06-04 18:49:35,49.0333,104.0833,44.46,59,0,1.25
502,Tecoanapa,MX,2022-06-04 18:49:36,16.5167,-98.75,85.03,68,23,10.11
503,Sao Paulo De Olivenca,BR,2022-06-04 18:49:36,-3.3783,-68.8725,73.45,99,100,3.33
504,Mercedes,AR,2022-06-04 18:49:37,-34.6515,-59.4307,61.79,53,95,8.39
505,Awbari,LY,2022-06-04 18:49:37,26.5921,12.7805,85.89,16,0,10.36
506,Samarai,PG,2022-06-04 18:49:38,-10.6167,150.6667,81.1,80,92,9.51
507,West Wendover,US,2022-06-04 18:49:38,40.7391,-114.0733,78.01,17,0,10.36
508,Kaduqli,SD,2022-06-04 18:49:39,11.0167,29.7167,86.7,38,97,2.53
509,Guiratinga,BR,2022-06-04 18:49:39,-16.3494,-53.7583,90.3,28,36,7.43
510,Skibbereen,IE,2022-06-04 18:49:40,51.55,-9.2667,55.11,94,100,16.44
511,Copiapo,CL,2022-06-04 18:49:40,-27.3667,-70.3333,62.29,14,1,9.78
512,Bilma,NE,2022-06-04 18:50:41,18.6853,12.9164,95.59,8,5,6.06
513,Gazanjyk,TM,2022-06-04 18:50:41,39.2446,55.5154,84.49,14,0,7.9
514,Aizawl,IN,2022-06-04 18:50:42,23.7333,92.7167,64.58,99,99,3.02
515,Rio Brilhante,BR,2022-06-04 18:46:23,-21.8019,-54.5464,85.93,39,19,8.57
516,Matara,LK,2022-06-04 18:50:42,5.9485,80.5353,77.27,90,60,9.46
517,Siteki,SZ,2022-06-04 18:50:43,-26.45,31.95,55.27,76,0,1.14
518,Sao Joao Da Barra,BR,2022-06-04 18:50:43,-21.6403,-41.0511,69.89,63,81,17.05
519,Tshane,BW,2022-06-04 18:50:44,-24.0196,21.8684,57.61,41,0,8.25
520,Kantunilkin,MX,2022-06-04 18:50:44,21.0917,-87.45,87.1,60,99,5.66
521,Nyurba,RU,2022-06-04 18:50:45,63.2842,118.3319,48.49,56,11,2.93
522,Lavrentiya,RU,2022-06-04 18:50:45,65.5833,-171.0,40.66,81,65,5.99
523,Fort Nelson,CA,2022-06-04 18:50:46,58.8053,-122.7002,71.19,37,75,9.22
524,Zhigansk,RU,2022-06-04 18:50:46,66.7697,123.3711,54.59,90,100,6.04
525,Labuhan,ID,2022-06-04 18:50:47,-6.8844,112.2051,78.01,87,100,6.44
526,Yankton,US,2022-06-04 18:50:47,42.8711,-97.3973,68.25,73,40,9.22
527,Arlit,NE,2022-06-04 18:50:48,18.7369,7.3853,95.88,6,0,9.17
528,Ginir,ET,2022-06-04 18:50:48,7.1333,40.7,58.12,82,67,5.32
529,Kralendijk,BQ,2022-06-04 18:50:49,12.15,-68.2667,87.78,66,40,18.41
530,Inirida,CO,2022-06-04 18:50:50,3.8653,-67.9239,72.18,97,100,1.63
531,Dingle,PH,2022-06-04 18:50:50,10.9995,122.6711,77.25,84,100,3.98
532,Huarmey,PE,2022-06-04 18:50:51,-10.0681,-78.1522,70.86,71,100,9.6
533,Yar-Sale,RU,2022-06-04 18:50:51,66.8333,70.8333,35.06,53,0,15.52
534,Kununurra,AU,2022-06-04 18:50:52,-15.7667,128.7333,73.38,88,92,0.0
535,Tamandare,BR,2022-06-04 18:50:52,-8.7597,-35.1047,78.69,82,94,10.11
536,Leo,BF,2022-06-04 18:50:53,11.1,-2.1,90.37,35,100,5.95
537,Prieska,ZA,2022-06-04 18:50:53,-29.6641,22.7474,58.75,36,57,3.02
538,Sao Joao De Pirabas,BR,2022-06-04 18:50:54,-0.7747,-47.1772,79.66,86,100,6.64
539,Huilong,CN,2022-06-04 18:50:54,31.8111,121.655,74.93,99,100,6.76
540,Hervey Bay,AU,2022-06-04 18:50:55,-25.2986,152.8535,54.01,86,0,3.0
541,Tanabe,JP,2022-06-04 18:50:55,33.7333,135.3667,67.93,77,100,1.99
542,Luvianos,MX,2022-06-04 18:50:56,18.9167,-100.4,84.07,39,31,5.46
543,Kindia,GN,2022-06-04 18:50:56,10.0569,-12.8658,76.17,82,42,4.7
544,Peer,BE,2022-06-04 18:50:57,51.1317,5.4568,76.55,54,11,11.5
545,Wilmington,US,2022-06-04 18:50:14,34.2257,-77.9447,78.93,68,100,6.91
546,Namtsy,RU,2022-06-04 18:50:58,62.7161,129.6658,60.49,61,89,3.42
547,San Buenaventura,MX,2022-06-04 18:50:58,27.0833,-101.5333,92.48,40,20,8.05
548,Grenaa,DK,2022-06-04 18:50:59,56.4158,10.8783,64.62,77,16,6.78
549,Sioux Lookout,CA,2022-06-04 18:50:59,50.1001,-91.917,57.27,44,20,13.8
550,Narsaq,GL,2022-06-04 18:51:00,60.9167,-46.05,55.2,35,5,6.38
551,Palmital,BR,2022-06-04 18:51:00,-22.7889,-50.2175,72.63,56,33,9.08
552,Lofthus,NO,2022-06-04 18:51:01,59.9468,10.8018,63.1,42,99,8.57
553,Bubaque,GW,2022-06-04 18:51:01,11.2833,-15.8333,80.42,81,18,15.3
554,Chapais,CA,2022-06-04 18:51:02,49.7834,-74.8492,58.78,56,100,4.36
555,La Palma,US,2022-06-04 18:51:02,33.8464,-118.0467,75.72,73,100,6.91
556,Chernyshevskiy,RU,2022-06-04 18:51:03,63.0128,112.4714,44.06,50,16,2.89
557,Buckeye,US,2022-06-04 18:50:45,33.3703,-112.5838,98.83,12,0,4.61
558,Cocentaina,ES,2022-06-04 18:51:04,38.7398,-0.4398,78.55,52,0,3.0
559,Tomatlan,MX,2022-06-04 18:46:10,19.9333,-105.25,88.25,50,9,12.5
560,Djambala,CG,2022-06-04 18:52:05,-2.5447,14.7533,75.34,61,100,2.95
561,Seymchan,RU,2022-06-04 18:52:05,62.8833,152.4333,54.32,68,5,8.66
562,La Paz,BO,2022-06-04 18:48:37,-16.5,-68.15,57.18,50,75,6.91
563,Gary,US,2022-06-04 18:52:06,41.5934,-87.3464,76.17,55,75,12.66
564,Marawi,PH,2022-06-04 18:52:06,7.9986,124.2928,68.95,93,100,3.24
565,Bilibino,RU,2022-06-04 18:52:07,68.0546,166.4372,36.01,62,19,1.79
566,San Antonio,US,2022-06-04 18:52:08,29.4241,-98.4936,95.11,41,40,8.05
567,Tazovskiy,RU,2022-06-04 18:52:08,67.4667,78.7,30.56,85,100,16.02
568,Vanimo,PG,2022-06-04 18:52:09,-2.6741,141.3028,76.05,89,100,3.76
569,Fochville,ZA,2022-06-04 18:52:09,-26.4886,27.4939,50.14,37,0,3.56
570,Skelleftea,SE,2022-06-04 18:52:10,64.7507,20.9528,59.0,48,100,16.11
571,Evansville,US,2022-06-04 18:52:10,37.9748,-87.5558,85.62,34,40,4.0
572,Evensk,RU,2022-06-04 18:52:11,61.95,159.2333,42.94,93,100,2.35
573,Ximei,CN,2022-06-04 18:52:11,24.9639,118.3794,77.0,97,98,3.42
574,Puruaran,MX,2022-06-04 18:52:12,19.1,-101.5333,87.69,41,48,5.19
575,Elat,IL,2022-06-04 18:52:12,29.5581,34.9482,96.64,15,0,8.05
576,Novovorontsovka,UA,2022-06-04 18:52:13,47.5004,33.9175,67.86,70,100,10.65
577,Gibara,CU,2022-06-04 18:52:13,21.1097,-76.1317,90.0,47,100,20.07
578,Ugoofaaru,MV,2022-06-04 18:52:14,5.6667,73.0,82.6,79,10,16.55
579,Kamaishi,JP,2022-06-04 18:52:14,39.2667,141.8833,50.02,88,19,6.26
580,Jiazi,CN,2022-06-04 18:52:15,22.8779,116.067,80.56,87,100,13.06
581,Blind River,CA,2022-06-04 18:52:15,46.1834,-82.9582,64.51,38,63,12.59
582,Praia Da Vitoria,PT,2022-06-04 18:52:16,38.7333,-27.0667,68.25,94,40,22.24
583,Bonthe,SL,2022-06-04 18:52:16,7.5264,-12.505,80.47,76,60,10.49
584,Dubuque,US,2022-06-04 18:49:58,42.4833,-90.8668,57.79,67,75,14.97
585,Epe,NG,2022-06-04 18:52:17,6.5841,3.9834,79.48,82,99,7.16
586,Jiuquan,CN,2022-06-04 18:52:18,39.7432,98.5174,66.65,27,8,5.97
587,Coxim,BR,2022-06-04 18:52:18,-18.5067,-54.76,93.96,27,12,6.8
588,Bandarbeyla,SO,2022-06-04 18:52:19,9.4942,50.8122,80.13,78,40,27.29
589,Boffa,GN,2022-06-04 18:52:19,10.1667,-14.0333,81.79,74,98,7.83
590,Usinsk,RU,2022-06-04 18:52:20,65.9939,57.5281,45.9,39,0,12.39
591,Smidovich,RU,2022-06-04 18:52:20,48.6,133.8167,45.03,91,8,5.95
